Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,21.500000,21.700001,21.459999,21.600000,19.396646,276000
2020-01-03,21.500000,21.719999,21.500000,21.629999,19.423584,141500
2020-01-06,21.600000,21.730000,21.530001,21.580000,19.378685,195600
2020-01-07,21.629999,21.690001,21.549999,21.590000,19.387667,197900
2020-01-08,21.580000,21.860001,21.559999,21.799999,19.576248,222300
2020-01-09,21.820000,21.840000,21.730000,21.750000,19.531345,165300
2020-01-10,21.750000,21.830000,21.730000,21.770000,19.549305,126000
2020-01-13,21.809999,22.000000,21.700001,21.809999,19.585226,259700
2020-01-14,21.799999,21.830000,21.760000,21.820000,19.594204,118600
2020-01-15,21.840000,21.910000,21.760000,21.790001,19.567265,271100
2020-01-16,21.840000,22.070000,21.799999,21.969999,19.728905,263100
2020-01-17,22.020000,22.100000,21.889999,21.900000,19.666044,173400
2020-01-21,21.930000,21.950001,21.830000,21.910000,19.675024,194000
2020-01-22,21.910000,21.930000,21.820000,21.820000,19.594204,151200
2020-01-23,21.850000,21.969999,21.809999,21.870001,19.639107,190600
2020-01-24,21.940001,21.990000,21.650000,21.660000,19.450525,187500
2020-01-27,21.650000,21.700001,21.500000,21.639999,19.432566,160900
2020-01-28,21.650000,21.719999,21.540001,21.629999,19.423584,151100
2020-01-29,21.680000,21.780001,21.650000,21.660000,19.450525,165000
2020-01-30,21.730000,22.160000,21.670000,21.770000,19.549305,83600
2020-01-31,21.719999,21.740000,21.530001,21.580000,19.378685,144300
2020-02-03,21.660000,21.790001,21.639999,21.750000,19.531345,223500
2020-02-04,21.780001,22.000000,21.680000,21.910000,19.675024,184400
2020-02-05,21.940001,22.100000,21.940001,22.040001,19.791761,166900
2020-02-06,22.049999,22.100000,22.020000,22.059999,19.809725,99600
2020-02-07,22.049999,22.139999,22.030001,22.080000,19.827682,185200
2020-02-10,22.080000,22.450001,22.080000,22.450001,20.159941,297800
2020-02-11,22.450001,22.530001,22.389999,22.510000,20.213821,196100
2020-02-12,22.500000,22.549999,22.400000,22.450001,20.159941,138700
